2025-10-18 23:19:15,LTC,90.740000,0.50,0.80,-0.50,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 407ms
2025-10-18 23:19:17,LINEA,0.017910,-1.50,-1.20,-0.50,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,Tín hiệu trái chiều, | 405ms
2025-10-18 23:19:18,SOL,184.460000,-0.50,-0.20,-0.50,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 399ms
2025-10-18 23:19:20,BNB,1085.700000,-1.50,-0.20,-0.50,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 405ms
2025-10-18 23:19:22,ADA,0.628600,-0.50,-0.20,-0.50,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 407ms
2025-10-18 23:19:24,PEPE,0.000007,-0.50,-0.20,-0.50,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 401ms
2025-10-18 23:20:13,BTC,106848.070000,-0.50,-0.20,-0.50,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 410ms
2025-10-18 23:20:13,ETH,3871.940000,0.50,-0.00,-0.50,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 413ms
2025-10-18 23:20:15,LTC,90.780000,0.50,0.80,-0.50,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 406ms
2025-10-18 23:20:17,LINEA,0.017920,-1.50,-1.20,-0.50,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,Tín hiệu trái chiều, | 406ms
2025-10-18 23:20:19,SOL,184.700000,-0.50,-0.20,-0.50,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 415ms
2025-10-18 23:20:21,BNB,1088.080000,-1.50,-0.20,-0.50,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 564ms
2025-10-18 23:20:23,ADA,0.629400,-0.50,-0.20,-0.50,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 415ms
2025-10-18 23:20:24,PEPE,0.000007,-0.50,-0.20,-0.50,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 407ms
2025-10-18 23:21:13,BTC,106881.140000,0.30,-0.20,-0.50,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 398ms
2025-10-18 23:21:14,ETH,3872.720000,0.50,-0.00,-0.50,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 424ms
2025-10-18 23:21:15,LTC,90.820000,0.50,0.80,-0.50,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 410ms
2025-10-18 23:21:17,LINEA,0.017930,-0.70,-1.20,-0.50,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,Tín hiệu trái chiều, | 397ms
2025-10-18 23:21:19,SOL,184.830000,-0.50,-0.20,-0.50,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 404ms
2025-10-18 23:21:21,BNB,1088.530000,-1.50,-0.20,0.30,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 407ms
2025-10-18 23:21:23,ADA,0.629800,-0.50,-0.20,-0.50,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 402ms
2025-10-18 23:21:25,PEPE,0.000007,-0.50,-0.20,-0.50,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,Tín hiệu trái chiều, | 417ms
